iter	Logloss
0	0.6806331513
1	0.6684001761
2	0.6571066689
3	0.6466890608
4	0.636094858
5	0.6269760507
6	0.6157021832
7	0.6051116155
8	0.5949454341
9	0.5869391869
10	0.576537302
11	0.5675291994
12	0.5574234706
13	0.5494384557
14	0.5403719764
15	0.5316994053
16	0.5245374105
17	0.5166721973
18	0.5097497625
19	0.5020253846
20	0.4956019493
21	0.4880628286
22	0.4805268442
23	0.4748491727
24	0.4673648896
25	0.4600253748
26	0.453024292
27	0.446688932
28	0.4385867938
29	0.4312103589
30	0.4241755265
31	0.4178451511
32	0.4114782925
33	0.4060245007
34	0.3993216625
35	0.3937755536
36	0.3873804301
37	0.3821757719
38	0.3762474847
39	0.3708323788
40	0.3651594183
41	0.3597974875
42	0.3547926163
43	0.3500826381
44	0.34565229
45	0.3410399234
46	0.3370531767
47	0.3323411281
48	0.3278240727
49	0.3242683128
50	0.3203491766
51	0.3162719117
52	0.3129300403
53	0.3084017725
54	0.3057808313
55	0.302196403
56	0.2982303718
57	0.294403971
58	0.2902638891
59	0.2863964952
60	0.2827642297
61	0.2792758944
62	0.2756320902
63	0.2720908897
64	0.2690617712
65	0.2660011965
66	0.2624316217
67	0.2587873471
68	0.2561528974
69	0.2531863426
70	0.2499171891
71	0.2470165968
72	0.2437239984
73	0.2414946888
74	0.2385121361
75	0.2356869716
76	0.2329011499
77	0.2299413062
78	0.2270036543
79	0.2245591923
80	0.2218374906
81	0.2194474415
82	0.2170414355
83	0.214910183
84	0.2127165557
85	0.2108967907
86	0.2088247505
87	0.2066086265
88	0.2047312466
89	0.2032219903
90	0.2005193533
91	0.1986596796
92	0.1964736199
93	0.1943191162
94	0.1922987848
95	0.1901697355
96	0.1886904121
97	0.1868110809
98	0.1845232812
99	0.1830730191
100	0.1812353538
101	0.1793710963
102	0.1778549013
103	0.1760675181
104	0.1745900305
105	0.1728885602
106	0.170832776
107	0.1693158755
108	0.1677544473
109	0.1661508177
110	0.1646302324
111	0.163263106
112	0.1618173977
113	0.1603442352
114	0.1588437015
115	0.1575039036
116	0.1560258196
117	0.1547811409
118	0.153226312
119	0.151979286
120	0.1506240728
121	0.1493167474
122	0.1483820318
123	0.1473169173
124	0.1463342851
125	0.1451589663
126	0.1442920372
127	0.143231309
128	0.1417023625
129	0.1402615484
130	0.1392456541
131	0.137954442
132	0.136786703
133	0.1354145482
134	0.1343359108
135	0.133389557
136	0.1322953782
137	0.1312436387
138	0.1302825995
139	0.1289378609
140	0.1278550248
141	0.1269179038
142	0.1258766935
143	0.1248105638
144	0.1238315902
145	0.1228637301
146	0.1220340114
147	0.1211934507
148	0.1206100757
149	0.1198060857
150	0.1191519657
151	0.1184310421
152	0.1178183801
153	0.1171253454
154	0.1160970472
155	0.1151925095
156	0.1144584485
157	0.1137307185
158	0.1129884597
159	0.112017759
160	0.110979541
161	0.1101136895
162	0.1094633341
163	0.1087938021
164	0.1081669005
165	0.1073267928
166	0.1067505305
167	0.1060552525
168	0.1053482
169	0.1045920761
170	0.1040680093
171	0.103273564
172	0.1026530597
173	0.1019479602
174	0.1013454133
175	0.1006975206
176	0.10010705
177	0.09922958619
178	0.09852441543
179	0.09797913272
180	0.0973874788
181	0.09683270448
182	0.09615870573
183	0.09564310329
184	0.0949983415
185	0.09455626276
186	0.09386677231
187	0.0933457333
188	0.092773445
189	0.09218828832
190	0.09160805273
191	0.09115842702
192	0.09062946295
193	0.09023076663
194	0.08959765303
195	0.08910037793
196	0.08858383583
197	0.08795371927
198	0.08746228496
199	0.0869562079
200	0.08637537383
201	0.08604339338
202	0.08553126838
203	0.08497901565
204	0.08457384542
205	0.08413243775
206	0.08363364657
207	0.08310507113
208	0.08260170087
209	0.08205272415
210	0.08183511528
211	0.08137599318
212	0.08097724338
213	0.08045213881
214	0.0800340583
215	0.07969925174
216	0.07936605035
217	0.07889921465
218	0.07848911505
219	0.0781071977
220	0.07781307484
221	0.07735427074
222	0.07676702289
223	0.07644009024
224	0.07612738937
225	0.07587401736
226	0.07544963163
227	0.07496650723
228	0.07458508185
229	0.07426220804
230	0.07396304103
231	0.07372453943
232	0.07333374793
233	0.07304329446
234	0.0726735661
235	0.07235596494
236	0.07201481907
237	0.07168033801
238	0.071446022
239	0.07107462487
240	0.07064973064
241	0.07039553202
242	0.06995343288
243	0.06966261598
244	0.06913589265
245	0.06887113164
246	0.06854377523
247	0.06829157698
248	0.06793546261
249	0.06771523799
250	0.06753051324
251	0.06725003146
252	0.06701063602
253	0.06676029507
254	0.06645435959
255	0.06612343991
256	0.06589991516
257	0.06564615824
258	0.06531623199
259	0.06510999029
260	0.06479656696
261	0.06446335614
262	0.06421851319
263	0.06389057947
264	0.06363797152
265	0.06335789827
266	0.0631528653
267	0.06284805399
268	0.06254263
269	0.06230782064
270	0.06199497351
271	0.0617620345
272	0.06158812423
273	0.06133864263
274	0.06108314022
275	0.06078464862
276	0.06049898293
277	0.06027937043
278	0.06001689784
279	0.0596286243
280	0.05937951535
281	0.05913401287
282	0.05892727778
283	0.05872409999
284	0.05848236461
285	0.05822158394
286	0.05794986776
287	0.05775223366
288	0.05741221032
289	0.05714799906
290	0.05689289128
291	0.05665488246
292	0.05643225772
293	0.05616160662
294	0.05595542502
295	0.05571283171
296	0.05547032546
297	0.05522983421
298	0.05503949636
299	0.05478933847
300	0.05459899843
301	0.05443241559
302	0.05423321375
303	0.05408735239
304	0.05386981959
305	0.053718846
306	0.05344591411
307	0.05326027045
308	0.05302582149
309	0.05277633616
310	0.05256128465
311	0.0523926112
312	0.05222437247
313	0.05201630132
314	0.05176113644
315	0.05157163936
316	0.05142183088
317	0.05125783556
318	0.05113651201
319	0.05099187156
320	0.05077545833
321	0.05058223233
322	0.05039472605
323	0.05022245158
324	0.0499857836
325	0.04978011031
326	0.04958529458
327	0.04940066863
328	0.04920520152
329	0.0490478389
330	0.04883738461
331	0.04870183476
332	0.04846926852
333	0.04824599486
334	0.04809898606
335	0.04796477759
336	0.04790994702
337	0.04774236384
338	0.04756720289
339	0.04740121448
340	0.04726056455
341	0.04706523823
342	0.04693077583
343	0.0467651012
344	0.04651910566
345	0.04638098331
346	0.04622938777
347	0.04603992561
348	0.04592334717
349	0.04575764159
350	0.04555200107
351	0.04539683571
352	0.04524714315
353	0.04509008181
354	0.04486426708
355	0.04468532205
356	0.04452684504
357	0.04439627866
358	0.04423198261
359	0.0441015748
360	0.04393506667
361	0.04374889114
362	0.04355831423
363	0.04339613969
364	0.04326959712
365	0.04317681236
366	0.0430018807
367	0.0428460372
368	0.04270960707
369	0.04258937886
370	0.0424093784
371	0.04222500203
372	0.04211984026
373	0.04202406202
374	0.04195649128
375	0.04176570598
376	0.04161348959
377	0.04146557865
378	0.04133893096
379	0.04122799736
380	0.04111496205
381	0.04101762755
382	0.0409154227
383	0.040817177
384	0.04062851301
385	0.0404580367
386	0.04030942308
387	0.04018233301
388	0.04008291287
389	0.03997343129
390	0.03984099777
391	0.03966236131
392	0.0395612083
393	0.03947610824
394	0.03933811099
395	0.03913617976
396	0.03904739754
397	0.03890491493
398	0.03885864244
399	0.03874650298
400	0.03860850958
401	0.03853339256
402	0.03843788311
403	0.03832077599
404	0.03821630211
405	0.03805454581
406	0.03796816411
407	0.03787100128
408	0.03778219297
409	0.03764749071
410	0.03753828601
411	0.03741672232
412	0.03732325571
413	0.03722419139
414	0.03713668749
415	0.03698219025
416	0.03690010579
417	0.03678225878
418	0.03664038006
419	0.03653327254
420	0.03642595956
421	0.03633122996
422	0.03623473942
423	0.03607984622
424	0.03596799103
425	0.03582599523
426	0.03569239553
427	0.0355834276
428	0.03545282961
429	0.03537904024
430	0.03530079867
431	0.035195752
432	0.03508632461
433	0.0350093668
434	0.03494969153
435	0.03487555986
436	0.03478840472
437	0.03467230682
438	0.03456814697
439	0.03448095117
440	0.0343654487
441	0.03428281143
442	0.03419546208
443	0.03406658746
444	0.0339994834
445	0.03385332405
446	0.03374609959
447	0.03365081077
448	0.03353587071
449	0.03344579233
450	0.03330177095
451	0.03318866767
452	0.03308413795
453	0.0329825267
454	0.03289175376
455	0.03283114452
456	0.03269994311
457	0.0325747289
458	0.03243451372
459	0.03235005824
460	0.03226632675
461	0.03218326713
462	0.03206810471
463	0.0319718252
464	0.0318978952
465	0.03184577649
466	0.03175229741
467	0.03165999206
468	0.03158035548
469	0.03149897726
470	0.03142324444
471	0.03132373946
472	0.03126229341
473	0.03116980125
474	0.03109824392
475	0.03097505841
476	0.0309093709
477	0.03081582875
478	0.0307422485
479	0.03060842919
480	0.03051154928
481	0.0303947507
482	0.03030092129
483	0.03022197164
484	0.03013409258
485	0.03006148777
486	0.02998411415
487	0.02988519162
488	0.02981816722
489	0.02969742162
490	0.02962705752
491	0.02954079121
492	0.02938793092
493	0.02928504297
494	0.02917726132
495	0.02909877402
496	0.0289981338
497	0.02892583966
498	0.02883949287
499	0.02874301588
500	0.02866776529
501	0.0286113413
502	0.02857800178
503	0.02848670478
504	0.02842699831
505	0.02835656582
506	0.02830488745
507	0.0282180293
508	0.02812719399
509	0.02806390492
510	0.02799870549
511	0.02793169531
512	0.02785716508
513	0.02777641263
514	0.02770603584
515	0.02760896377
516	0.02752256569
517	0.0274495191
518	0.02737110233
519	0.02725943395
520	0.02717938491
521	0.02710410022
522	0.02704486435
523	0.02698202114
524	0.0269081908
525	0.02685363717
526	0.026789435
527	0.02668666893
528	0.02662406204
529	0.02653853301
530	0.02648166199
531	0.02642442681
532	0.02635495202
533	0.02631302329
534	0.02622391116
535	0.02616516771
536	0.02608895317
537	0.0260139655
538	0.02594445177
539	0.02585722569
540	0.02577332709
541	0.02574661475
542	0.02567043069
543	0.02560273393
544	0.02551282288
545	0.02547248795
546	0.02539537288
547	0.02531947105
548	0.02526897967
549	0.02522015919
550	0.02516909808
551	0.02513861818
552	0.02510862517
553	0.02507064594
554	0.02503544126
555	0.02496435881
556	0.02491732194
557	0.02484786852
558	0.02476837884
559	0.02468508825
560	0.02459504806
561	0.02452744567
562	0.02445633064
563	0.02439108995
564	0.02432137876
565	0.02427423066
566	0.02421676435
567	0.02415646931
568	0.02406287144
569	0.02399155499
570	0.0239471382
571	0.02387433447
572	0.02380638105
573	0.02375837864
574	0.02364427192
575	0.0235606149
576	0.02348887907
577	0.02343320966
578	0.02338245597
579	0.02329520786
580	0.02326037733
581	0.0232203224
582	0.02317280984
583	0.02311077655
584	0.02304665287
585	0.02295844114
586	0.0229053585
587	0.02286451664
588	0.02283397193
589	0.02279985044
590	0.02275690928
591	0.02270628636
592	0.0226395287
593	0.02259541515
594	0.0225567295
595	0.02250286829
596	0.02244306375
597	0.02238064992
598	0.02233535899
599	0.02229262438
600	0.02220864778
601	0.02215952415
602	0.02208800548
603	0.02203998861
