iter	Logloss
604	0.02199468997
605	0.02192574095
606	0.021873329
607	0.02181551077
608	0.02178364549
609	0.02173518096
610	0.02166799684
611	0.02162176846
612	0.02157505503
613	0.02153190116
614	0.02149123314
615	0.02144894782
616	0.02139699462
617	0.02135731939
618	0.02129027075
619	0.02123245967
620	0.02118732081
621	0.02114919255
622	0.02109763633
623	0.02105900661
624	0.02101303665
625	0.0209712707
626	0.02091901026
627	0.02086549668
628	0.02080448739
629	0.02077902489
630	0.02074167236
631	0.02069533876
632	0.02063186921
633	0.0205841654
634	0.02053818916
635	0.02050799689
636	0.02046022155
637	0.02041059999
638	0.02036171343
639	0.02031603219
640	0.02028670927
641	0.02024010021
642	0.02020546353
643	0.0201482318
644	0.02011016904
645	0.02004131203
646	0.01999926235
647	0.01997160735
648	0.01992629357
649	0.01987739878
650	0.01982092283
651	0.01977808119
652	0.01975006655
653	0.01972706273
654	0.01966789398
655	0.01960590311
656	0.01957962294
657	0.01953032997
658	0.01948286821
659	0.01944431622
660	0.01940780772
661	0.01934938829
662	0.01929893203
663	0.01925919665
664	0.01920626222
665	0.0191604969
666	0.01911577691
667	0.0190844609
668	0.0190511526
669	0.01901296036
670	0.01897639053
671	0.01894372151
672	0.0189156721
673	0.01887022798
674	0.01881580476
675	0.01878420724
676	0.01873963098
677	0.01871305314
678	0.01866607256
679	0.01861961242
680	0.01858806988
681	0.01853108208
682	0.01849866552
683	0.01844418192
684	0.01839962341
685	0.01837149301
686	0.01834518747
687	0.01831387096
688	0.01826308574
689	0.0182165146
690	0.0181455918
691	0.01810637121
692	0.01807468216
693	0.0180459358
694	0.01798140125
695	0.0179488184
696	0.01790881322
697	0.01785914521
698	0.01782261928
699	0.01780313976
700	0.01775343322
701	0.01772878181
702	0.01769266445
703	0.0176527165
704	0.01761187806
705	0.01756629866
706	0.01753353975
707	0.01750288214
708	0.01744150329
709	0.01740977702
710	0.01737889834
711	0.017336568
712	0.01729969426
713	0.01727969669
714	0.01724274059
715	0.01720973297
716	0.01716386645
717	0.01712494671
718	0.01709965309
719	0.0170594544
720	0.01703822618
721	0.01700331705
722	0.01695753264
723	0.01693830588
724	0.01691409949
725	0.01687957608
726	0.01683573643
727	0.01680366995
728	0.01676574977
729	0.01673276731
730	0.01669511008
731	0.0166706718
732	0.01661571605
733	0.01658577188
734	0.01651639217
735	0.01649669383
736	0.01647189013
737	0.01641776792
738	0.01637454235
739	0.01635940155
740	0.01633749989
741	0.01630878613
742	0.0162794038
743	0.0162371178
744	0.01621089006
745	0.01615862355
746	0.01613811109
747	0.01610711608
748	0.01606798539
749	0.01603912349
750	0.01601208129
751	0.01598675566
752	0.01595057888
753	0.01592692307
754	0.0158885304
755	0.01586053478
756	0.01581990999
757	0.01578888548
758	0.01574207205
759	0.01570225067
760	0.01567431183
761	0.01563679113
762	0.01559270972
763	0.01555857547
764	0.01553191226
765	0.01550294593
766	0.01547814351
767	0.01545770582
768	0.01543364342
769	0.01540919313
770	0.01537952882
771	0.015346951
772	0.0153132462
773	0.01529245697
774	0.0152741975
775	0.0152381123
776	0.01521484071
777	0.01517611083
778	0.01514327467
779	0.01510362752
780	0.01507983876
781	0.01504237199
782	0.01500141515
783	0.01497092943
784	0.01493552018
785	0.01490861638
786	0.01488051714
787	0.01484861972
788	0.0148137865
789	0.01478890385
790	0.01475356357
791	0.01472281114
792	0.01469599226
793	0.01465384492
794	0.01463228928
795	0.01458747217
796	0.01456484539
797	0.01452682035
798	0.0144918439
799	0.0144603472
800	0.01443620851
801	0.01441143779
802	0.01438910427
803	0.01436152311
804	0.01434376832
805	0.01432154767
806	0.01429693585
807	0.01427130245
808	0.01424405877
809	0.01422413477
810	0.01419280511
811	0.01417878862
812	0.01414775697
813	0.01412479129
814	0.01410834806
815	0.01407396448
816	0.01403597292
817	0.01400781321
818	0.01398271319
819	0.01395625535
820	0.01392570464
821	0.01389381199
822	0.01386545588
823	0.01382926581
824	0.01380811974
825	0.01377895497
826	0.01374799829
827	0.01371390564
828	0.01368719172
829	0.01365848047
830	0.01363486408
831	0.01361635774
832	0.0135904369
833	0.0135604033
834	0.01353935193
835	0.01349642161
836	0.01347347037
837	0.01345217608
838	0.0134373743
839	0.01341648006
840	0.01339503037
841	0.0133701122
842	0.01335182878
843	0.01333048576
844	0.01328672257
845	0.01325532178
846	0.0132330342
847	0.01321885062
848	0.01318393705
849	0.01314387919
850	0.01311738591
851	0.01308883276
852	0.01305355154
853	0.01303506928
854	0.01300335945
855	0.01297967501
856	0.01294439151
857	0.01292067504
858	0.01290334125
859	0.01287861059
860	0.01285636116
861	0.01282735526
862	0.01279712339
863	0.01277464858
864	0.01275578303
865	0.0127429434
866	0.01271837416
867	0.01268832921
868	0.01266702963
869	0.01263327337
870	0.01260262959
871	0.01259026128
872	0.01256286011
873	0.0125420198
874	0.01250441449
875	0.01248301973
876	0.01247027365
877	0.01245298135
878	0.01242803777
879	0.01240089961
880	0.01236707225
881	0.01234251381
882	0.01231494521
883	0.01228887982
884	0.01226191564
885	0.01223793625
886	0.01219565155
887	0.01217067053
888	0.01214042006
889	0.01212020091
890	0.01210180661
891	0.01207934757
892	0.01206148587
893	0.01203835029
894	0.01201196123
895	0.01198996574
896	0.01196275135
897	0.01193907041
898	0.01192065494
899	0.01190030776
900	0.01188577336
901	0.0118647685
902	0.01183666806
903	0.01181127888
904	0.01178598573
905	0.01176762101
906	0.01175340936
907	0.01173445026
908	0.01172197248
909	0.01169083813
910	0.01166426173
911	0.01163498495
912	0.01161698767
913	0.01159753478
914	0.01157308728
915	0.01154758167
916	0.0115176473
917	0.01149848181
918	0.01147432284
919	0.01145094844
920	0.01143688848
921	0.01141491863
922	0.01139581894
923	0.01138072298
924	0.01136259863
925	0.01134465719
926	0.01132117706
927	0.01129871748
928	0.01128316925
929	0.01126242459
930	0.01124552382
931	0.01122295825
932	0.01119536918
933	0.01116779585
934	0.01115139578
935	0.01113265878
936	0.01111839591
937	0.01111029059
938	0.01109292563
939	0.01106448428
940	0.01103919877
941	0.01101956098
942	0.01100466513
943	0.01098417898
944	0.01095459587
945	0.01094100646
946	0.01091223833
947	0.01088879122
948	0.01087000561
949	0.01086226422
950	0.01083532188
951	0.01081156264
952	0.01078676632
953	0.0107645941
954	0.01075561442
955	0.01073699629
956	0.01071839912
957	0.01069218696
958	0.01067819485
959	0.0106579394
960	0.01063241704
961	0.01061205971
962	0.01059254407
963	0.01057077323
964	0.01055193462
965	0.01053059803
966	0.01050785975
967	0.0104893655
968	0.01047110122
969	0.01045478873
970	0.01043355017
971	0.01040083965
972	0.01037230343
973	0.01034745865
974	0.01033642791
975	0.0103157464
976	0.01029628958
977	0.01027728887
978	0.01025436394
979	0.01023014184
980	0.01021444409
981	0.0101926726
982	0.01018309694
983	0.01015592615
984	0.01013775854
985	0.01012015617
986	0.01009668626
987	0.01007840846
988	0.0100631328
989	0.01004161381
990	0.01001743943
991	0.009998903231
992	0.009978012041
993	0.009966031249
994	0.009946705241
995	0.009933558315
996	0.009919387634
997	0.009908257372
998	0.009886685063
999	0.009876636596
